PMT, p0, p1, p2, U00, U10, U11, U20, U21, U22, 
387, 17.8784, 12.0554, 0.237911, 0.894593, -0.0030315, 0.160264, -0.00912539, -0.00281532, 0.0113281
388, 15.2968, 11.6789, 0.240434, 1.38132, -0.0312206, 0.266723, -0.0179417, -0.0025785, 0.0207715
389, 18.6947, 11.9855, 0.225579, 0.785306, 6.95106e-05, 0.128372, -0.00716647, -0.00236321, 0.0090084
390, 16.193, 11.6874, 0.214387, 1.07159, -0.0034306, 0.182333, -0.0113206, -0.00296363, 0.0136509
391, 14.3684, 11.5356, 0.239436, 0.885146, -0.00791972, 0.186319, -0.0116311, -0.00304685, 0.0140958
392, 15.5213, 11.8151, 0.232703, 0.846511, -0.00272054, 0.166728, -0.00987177, -0.00296001, 0.0121191
393, 14.4607, 11.9787, 0.276474, 0.851475, -0.0152815, 0.214403, -0.0123445, -0.0034262, 0.0153607
394, 17.989, 12.0286, 0.230265, 0.800926, -0.00400728, 0.138462, -0.00763204, -0.00222846, 0.00972108
395, 20.956, 11.916, 0.209918, 1.4117, -0.00115246, 0.184391, -0.0115401, -0.00307273, 0.0136481
396, 19.4333, 12.0084, 0.2152, 1.20421, 0.00214268, 0.177116, -0.0107999, -0.00328542, 0.0128342
397, 16.8615, 11.9109, 0.238467, 1.04534, -0.00730006, 0.192558, -0.011761, -0.00311293, 0.0141518
398, 16.1561, 11.671, 0.224238, 0.987765, 0.00258986, 0.178236, -0.0109789, -0.00357651, 0.0131557
399, 16.3963, 11.8413, 0.227827, 1.42694, -0.0291131, 0.24974, -0.0159717, -0.00210604, 0.0189558
400, 17.1704, 11.7925, 0.214773, 1.01624, -0.00315399, 0.165391, -0.0100399, -0.00266275, 0.0122081
401, 15.3736, 11.7643, 0.239775, 0.719101, -0.00404763, 0.147793, -0.00844082, -0.00256813, 0.0106377
402, 16.4304, 11.5953, 0.213623, 0.891156, -0.0033035, 0.149204, -0.00896757, -0.00238849, 0.0110989
403, 14.4771, 11.315, 0.214186, 0.770042, -3.11814e-05, 0.145043, -0.00872536, -0.00269165, 0.0108905
404, 11.6303, 12.0387, 0.337009, 0.573103, -0.0126925, 0.226651, -0.0123472, -0.00486966, 0.0156723
405, 7.82446, 10.8991, 0.339089, 0.707243, -0.0470227, 0.356936, -0.0235469, -0.00608166, 0.0285459
406, 17.1667, 11.9454, 0.237854, 0.88653, -0.00666752, 0.162609, -0.00938048, -0.00256132, 0.0116844
407, 17.7687, 11.9023, 0.212032, 0.766962, -0.000433398, 0.122873, -0.00689259, -0.00209822, 0.0087139
408, 16.4457, 11.7988, 0.2254, 1.4540, 0, 0.1640, 0, 0, 0.0136
409, 16.9692, 11.7387, 0.220713, 1.12227, -0.00308527, 0.187484, -0.0118391, -0.00317149, 0.0140611
410, 14.9763, 11.9452, 0.264532, 0.964051, -0.0144364, 0.2222, -0.0132197, -0.00349243, 0.0161554
411, 14.3011, 11.5125, 0.233957, 0.980853, -0.0170196, 0.199695, -0.0126145, -0.00239796, 0.0153161
412, 17.4909, 11.8264, 0.216318, 1.03942, -0.00252854, 0.167459, -0.010243, -0.00276921, 0.012358
